paragraph_id,subject,subject_cui,subject_type,relation,object,object_cui,object_type,rule_valid,gemini_verdict
93,sesamoid bones,C0036846,"Body Part, Organ, or Organ Component",OCCURS_IN,tendons,C0039508,"Body Part, Organ, or Organ Component",False,True
94,periosteum,C0025255,Tissue,CONTAINS,blood vessels,C0005847,"Body Part, Organ, or Organ Component",False,True
94,periosteum,C0031110,Tissue,CONTAINS,sensory nerve fibers,C0501385,"Body Part, Organ, or Organ Component",False,True
100,joint capsule,C0206207,"Body Part, Organ, or Organ Component",CONTAINS,inner synovial membrane,C0039099,"Body Part, Organ, or Organ Component",False,True
100,joint capsule,C0206207,"Body Part, Organ, or Organ Component",CONTAINS,outer fibrous membrane,C1167331,Cell Component,False,True
115,solid joints,C0699803,Body Space or Junction,CONNECTED_TO,connective tissue,C0009780,Tissue,False,True
115,solid joints,C0699803,Body Space or Junction,CONNECTED_TO,cartilage,C0007301,Tissue,False,True
117,skull,C0037303,"Body Part, Organ, or Organ Component",LOCATION_OF,sutures,C0038969,Medical Device,False,True
120,synchondroses,C0224519,Body Location or Region,PART_OF,cartilaginous joints,C0224518,Body Space or Junction,False,True
120,symphyses,C0034015,Body Space or Junction,PART_OF,cartilaginous joints,C0224518,Body Space or Junction,False,True
125,fascia,C0015641,"Body Part, Organ, or Organ Component",CONTAINS,fat,C0001527,Tissue,False,True
126,superficial (subcutaneous) fascia,C0278403,Tissue,CONNECTED_TO,dermis,C0011646,Tissue,False,True
126,superficial (subcutaneous) fascia,C0278403,Tissue,CONTAINS,fat,C0001527,Tissue,False,True
132,cardiovascular system,C0007226,Body System,CONSISTS_OF,heart,C0018787,"Body Part, Organ, or Organ Component",False,True
135,elastic arteries,C0226008,"Body Part, Organ, or Organ Component",CONTAINS,elastic fibers,C0230899,Tissue,False,True
136,tunica media,C0162867,Tissue,CONTAINS,smooth muscle fibers,C1135918,Cell,False,True
140,veins,C0042449,"Body Part, Organ, or Organ Component",CONTAINS,smooth muscle,C1267092,Tissue,False,True
146,valves,C0184252,Medical Device,PART_OF,veins,C0042449,"Body Part, Organ, or Organ Component",False,True
153,valves,C0184252,Medical Device,PART_OF,vessels,C0005847,"Body Part, Organ, or Organ Component",False,True
154,lymph nodes,C0024204,"Body Part, Organ, or Organ Component",CONTAINS,body’s defense system,C0460002,Body System,False,True
158,lymphatic vessels,C0229889,"Body Part, Organ, or Organ Component",CONNECTED_TO,venous system,C1267406,Body System,False,True
163,cns,C0027763,Body System,CONSISTS_OF,brain,C0006104,"Body Part, Organ, or Organ Component",False,True
163,cns,C0027763,Body System,CONSISTS_OF,spinal cord,C0037925,"Body Part, Organ, or Organ Component",False,True
164,pns,C0206417,Body System,CONSISTS_OF,nervous structures,C0027740,"Body Part, Organ, or Organ Component",False,True
164,pns,C0206417,Body System,CONSISTS_OF,spinal nerves,C0037941,"Body Part, Organ, or Organ Component",False,True
164,pns,C0206417,Body System,CONSISTS_OF,cranial nerves,C0010268,"Body Part, Organ, or Organ Component",False,True
164,pns,C0206417,Body System,CONSISTS_OF,visceral nerves,C0206250,"Body Part, Organ, or Organ Component",False,True
164,pns,C0206417,Body System,CONSISTS_OF,plexuses,C0501403,"Body Part, Organ, or Organ Component",False,True
164,pns,C0206417,Body System,CONSISTS_OF,enteric system,C0206111,Body System,False,True
164,nervous structures,C0027740,"Body Part, Organ, or Organ Component",CONNECTED_TO,cns,C0027763,Body System,False,True
166,gray matter,C0018220,Tissue,CONTAINS,cell bodies,C0599444,Cell Component,False,True
166,white matter,C0682708,Tissue,CONTAINS,axons,C0004461,Cell Component,False,True
166,axons,C0004461,Cell Component,INGREDIENT_OF,tracts,C1185740,"Body Part, Organ, or Organ Component",False,True
166,axons,C0004461,Cell Component,INGREDIENT_OF,pathways,C1704259,Molecular Function,False,True
170,vertebral canal,C0037922,Body Space or Junction,LOCATION_OF,spinal cord,C0037925,"Body Part, Organ, or Organ Component",False,True
178,somatic,C1257909,Cell,PART_OF,nervous system,C0027763,Body System,False,True
182,somatic part,C1257909,Cell,CONSISTS_OF,nerves,C0027740,"Body Part, Organ, or Organ Component",False,True
183,dermatomyotome,C0180383,Medical Device,PRODUCES,skeletal muscle,C0242692,Tissue,False,True
183,dermatomyotome,C0180383,Medical Device,PRODUCES,dermis,C0011646,Body Substance,False,True
187,neural crest cells,C0815004,Cell,PRODUCES,neurons,C0027882,Cell,False,True
194,periphery,C1622967,Cell Component,CONNECTED_TO,somatic sensory neurons,C0027883,Cell,False,True
194,muscles,C0026845,Tissue,LOCATION_OF,special receptors,C0597357,"Amino Acid, Peptide, or Protein",False,True
194,tendons,C0039508,"Body Part, Organ, or Organ Component",LOCATION_OF,special receptors,C0597357,"Amino Acid, Peptide, or Protein",False,True
195,spinal cord,C0037925,"Body Part, Organ, or Organ Component",LOCATION_OF,somatic motor fibers,C3496508,"Body Part, Organ, or Organ Component",False,True
208,autonomic division,C0004388,Body System,PART_OF,pns,C0206417,Body System,False,True
212,preganglionic motor neurons,C1520027,Cell,IS_A,visceral motor neurons,C0026609,Cell,False,True
212,preganglionic fibers,C0004385,"Body Part, Organ, or Organ Component",IS_A,axons,C0004461,Cell Component,False,True
212,postganglionic fibers,C0004384,"Body Part, Organ, or Organ Component",IS_A,axons,C0004461,Cell Component,False,True
213,ganglion,C0017067,"Body Part, Organ, or Organ Component",CONTAINS,cell bodies,C0599444,Cell Component,False,True
214,visceral sensory fibers,,,CO_OCCURS_WITH,somatic sensory fibers,C3496507,"Body Part, Organ, or Organ Component",False,True
221,sympathetic system,C0039044,Body System,AFFECTS,viscera,C0042779,"Body Part, Organ, or Organ Component",False,True
222,parasympathetic system,C0030510,Body System,AFFECTS,viscera,C0042779,"Body Part, Organ, or Organ Component",False,True
224,sympathics,C0039052,Pharmacologic Substance,AFFECTS,periphery,C1622967,Cell Component,False,True
224,sympathics,C0039052,Pharmacologic Substance,AFFECTS,viscera,C0042779,"Body Part, Organ, or Organ Component",False,True
225,vertebral column,C0037949,"Body Part, Organ, or Organ Component",LOCATION_OF,trunk,C0225442,"Body Part, Organ, or Organ Component",False,True
225,white ramus communicans,C0501390,"Body Part, Organ, or Organ Component",CONTAINS,preganglionic sympathetic fibers,C0206254,"Body Part, Organ, or Organ Component",False,True
229,preganglionic sympathetic fibers,C0206254,"Body Part, Organ, or Organ Component",INTERACTS_WITH,ganglia,C0017067,"Body Part, Organ, or Organ Component",False,True
232,white rami communicantes,C0228977,"Body Part, Organ, or Organ Component",ASSOCIATED_WITH,spinal nerves t1 to l2,C0037941,"Body Part, Organ, or Organ Component",False,True
232,gray rami communicantes,C0228978,"Body Part, Organ, or Organ Component",ASSOCIATED_WITH,spinal nerves,C0037941,"Body Part, Organ, or Organ Component",False,True
239,splanchnic nerves,C0037991,"Body Part, Organ, or Organ Component",INTERCONNECTS,sympathetic ganglia,C0017071,"Body Part, Organ, or Organ Component",False,True
247,postganglionic,C0004384,"Body Part, Organ, or Organ Component",LOCATION_OF,viscera,C0042779,"Body Part, Organ, or Organ Component",False,True
252,x,C0262201,"Body Part, Organ, or Organ Component",CONTAINS,vessels,C0005847,"Body Part, Organ, or Organ Component",False,True
252,x,C0262201,"Body Part, Organ, or Organ Component",CONTAINS,viscera,C0042779,"Body Part, Organ, or Organ Component",False,True
256,enteric nervous system,C0206111,Body System,CONSISTS_OF,sensory neurons,C0027883,Cell,False,True
256,enteric nervous system,C0206111,Body System,CONSISTS_OF,support cells,C0344211,Health Care Activity,False,True
256,plexuses,C0501403,"Body Part, Organ, or Organ Component",LOCATION_OF,gastrointestinal tract,C0017189,Body System,False,True
260,plexuses,C0501403,"Body Part, Organ, or Organ Component",PRODUCES,nerves,C0027740,"Body Part, Organ, or Organ Component",False,True
260,plexuses,C0501403,"Body Part, Organ, or Organ Component",PRODUCES,reflexes,C0034929,Organ or Tissue Function,False,True
261,spinal nerves,C0037941,"Body Part, Organ, or Organ Component",INGREDIENT_OF,somatic plexuses,C0501403,"Body Part, Organ, or Organ Component",False,True
278,feet,C0016504,"Body Part, Organ, or Organ Component",LOCATION_OF,os naviculare,C0223947,"Body Part, Organ, or Organ Component",False,True
279,ossification,C0029433,Organ or Tissue Function,PROCESS_OF,carpal,C0007285,"Body Part, Organ, or Organ Component",False,True
281,internal fixation,C0016642,Therapeutic or Preventive Procedure,PERFORMS,repair,C0043240,Organism Function,False,True
282,pain,C0030193,Sign or Symptom,CAUSES,wasting,C0006625,Sign or Symptom,False,True
285,accessory structures,C0000905,"Body Part, Organ, or Organ Component",ASSOCIATED_WITH,synovial joints,C0224507,Body Space or Junction,False,True
289,osteophytic,C1956089,Disease or Syndrome,LOCATION_OF,joint,C0022417,Body Space or Junction,False,True
293,muscle tear,C0149732,Injury or Poisoning,LOCATION_OF,right adductor longus,C0815810,"Body Part, Organ, or Organ Component",False,True
293,edema,C0013604,Pathologic Function,LOCATION_OF,muscle,C0026845,Tissue,False,True
296,regions,C0242961,Nucleotide Sequence,ASSOCIATED_WITH,clusters,C1179412,"Body Part, Organ, or Organ Component",False,True
296,regions,C0242961,Nucleotide Sequence,ASSOCIATED_WITH,lymph nodes,C0024204,"Body Part, Organ, or Organ Component",False,True
301,cranial cavity,C0230041,Body Space or Junction,LOCATION_OF,meninges,C0025285,"Body Part, Organ, or Organ Component",False,True
302,differentiation,C0007589,Cell Function,PROCESS_OF,somites,C0376449,Embryonic Structure,False,True
304,motor neuron,C0026609,Cell,CONNECTED_TO,muscle,C0026845,Tissue,False,True
304,neural tube,C0231024,Embryonic Structure,LOCATION_OF,motor neuron cell body,C0599444,Cell Component,False,True
308,somites,C0376449,Embryonic Structure,ASSOCIATED_WITH,c5 region,C0446415,Body Location or Region,False,True
308,somites,C0376449,Embryonic Structure,ASSOCIATED_WITH,c6 region,C0242961,Nucleotide Sequence,False,True
311,motor nerve,C0501384,"Body Part, Organ, or Organ Component",ASSOCIATED_WITH,blood vessels,C0005847,"Body Part, Organ, or Organ Component",False,True
311,motor nerve,C0501384,"Body Part, Organ, or Organ Component",ASSOCIATED_WITH,sweat glands,C0038989,"Body Part, Organ, or Organ Component",False,True
315,sympathetic,C0001646,Tissue,PART_OF,autonomic division,C0004388,Body System,False,True
317,sympathetic fibers,C0001646,Tissue,TRAVERSES,periphery,C1622967,Cell Component,False,True
319,sympathetic nerves,C0459521,"Body Part, Organ, or Organ Component",TRAVERSES,periphery,C1622967,Cell Component,False,True
323,sympathetic nerves,C0459521,"Body Part, Organ, or Organ Component",TRAVERSES,abdominal,C0000726,Body Location or Region,False,True
325,parasympathetic,C0017069,"Body Part, Organ, or Organ Component",PART_OF,autonomic division,C0004388,Body System,False,True
335,mechanical stresses,C0038442,Natural Phenomenon or Process,CAUSES,c0030193,C0030193,Sign or Symptom,False,True
335,steroid injections,C0038317,Organic Chemical,TREATS,c0030193,C0030193,Sign or Symptom,False,True
343,red marrow,C0229624,Tissue,PRODUCES,red blood cells,C0014792,Cell,False,True
343,red marrow,C0229624,Tissue,PRODUCES,platelets,C0005821,Cell,False,True
343,red marrow,C0229624,Tissue,PRODUCES,white blood cells,C0023516,Cell,False,True
345,bone marrow,C0005953,Tissue,CONTAINS,stem cells,C0038250,Cell,False,True
345,hemopoietic stem cells,C0018956,Cell,PRODUCES,white blood cells,C0023516,Cell,False,True
345,hemopoietic stem cells,C0018956,Cell,PRODUCES,red blood cells,C0014792,Cell,False,True
345,hemopoietic stem cells,C0018956,Cell,PRODUCES,platelets,C0005821,Cell,False,True
345,mesenchymal stem cells,C1257975,Cell,PRODUCES,bone,C0005931,Tissue,False,True
345,mesenchymal stem cells,C1257975,Cell,PRODUCES,cartilage,C0007301,Tissue,False,True
345,mesenchymal stem cells,C1257975,Cell,PRODUCES,muscle,C0026845,Tissue,False,True
346,chemotherapy,C0013216,Therapeutic or Preventive Procedure,DISRUPTS,bone marrow,C0005953,Tissue,False,True
348,fractures,C0016658,Injury or Poisoning,OCCURS_IN,bone,C0005931,Tissue,False,True
349,fractures,C0016658,Injury or Poisoning,OCCURS_IN,growth plate,C0018283,"Body Part, Organ, or Organ Component",False,True
350,osteoblasts,C0029418,Cell,PRODUCES,calcium hydroxyapatite,C0115137,Biomedical or Dental Material,False,True
353,fracture,C0016658,Injury or Poisoning,LOCATION_OF,avascular necrosis,C0027543,Disease or Syndrome,False,True
353,loss of blood flow,C0005775,Physiologic Function,CAUSES,necrosis,C0027540,Organ or Tissue Function,False,True
357,water,C0043047,Pharmacologic Substance,PART_OF,cartilage,C0007301,Tissue,False,True
357,proteoglycan,C0033692,"Amino Acid, Peptide, or Protein",PART_OF,cartilage,C0007301,Tissue,False,True
357,synovial fluid,C0039097,Body Substance,PRODUCES,cysts,C0010709,Anatomical Abnormality,False,True
361,arthroscopy,C0003904,Diagnostic Procedure,OCCURS_IN,joint,C0022417,Body Space or Junction,False,True
366,femoral component,C0449434,Medical Device,CONNECTED_TO,femur,C0015811,"Body Part, Organ, or Organ Component",False,True
377,stroke,C0038454,Disease or Syndrome,CAUSES,muscle paralysis,C0235062,Therapeutic or Preventive Procedure,False,True
377,trauma,C0043251,Injury or Poisoning,CAUSES,muscle paralysis,C0235062,Therapeutic or Preventive Procedure,False,True
377,poliomyelitis,C0032371,Disease or Syndrome,CAUSES,muscle paralysis,C0235062,Therapeutic or Preventive Procedure,False,True
378,muscle paralysis,C0235062,Therapeutic or Preventive Procedure,PRODUCES,secondary muscle wasting,C0027627,Neoplastic Process,False,True
378,muscle paralysis,C0235062,Therapeutic or Preventive Procedure,PRODUCES,atrophy,C0333641,Pathologic Function,False,True
380,nerve damage,C0161479,Injury or Poisoning,PRODUCES,muscle atrophy,C0026846,Pathologic Function,False,True
398,lymphocytes,C0024264,Cell,INTERACTS_WITH,bacteria,C0004611,Bacterium,False,True
398,lymphocytes,C0024264,Cell,INTERACTS_WITH,viruses,C0042776,Virus,False,True
398,lymphocytes,C0024264,Cell,INTERACTS_WITH,bodily cells,C0599444,Cell Component,False,True
402,myotome,C0231043,Embryonic Structure,PART_OF,skeletal muscle,C0242692,Tissue,False,True
414,bony elements,C0013879,"Element, Ion, or Isotope",CONSISTS_OF,vertebrae,C0549207,"Body Part, Organ, or Organ Component",False,True
420,muscles,C0026845,Tissue,CONSISTS_OF,extrinsic muscles,C0028863,"Body Part, Organ, or Organ Component",False,True
421,extrinsic muscles,C0028863,"Body Part, Organ, or Organ Component",PERFORMS,upper limbs,C1140618,"Body Part, Organ, or Organ Component",False,True
421,extrinsic muscles,C0028863,"Body Part, Organ, or Organ Component",PERFORMS,ribs,C0035561,"Body Part, Organ, or Organ Component",False,True
422,intrinsic muscles,C0448353,"Body Part, Organ, or Organ Component",PERFORMS,vertebral column,C0037949,"Body Part, Organ, or Organ Component",False,True
426,vertebral column,C0037949,"Body Part, Organ, or Organ Component",CONTAINS,spinal cord,C0037925,"Body Part, Organ, or Organ Component",False,True
429,vertebral body,C0223084,"Body Part, Organ, or Organ Component",PART_OF,bone,C0005931,Tissue,False,True
431,vertebral arches,C1859458,Congenital Abnormality,PART_OF,vertebral canal,C0037922,Body Space or Junction,False,True
435,vertebra,C0549207,"Body Part, Organ, or Organ Component",CONTAINS,rib elements,C0013879,"Element, Ion, or Isotope",False,True
436,rib elements,C0013879,"Element, Ion, or Isotope",PART_OF,transverse processes,C0223078,"Body Part, Organ, or Organ Component",False,True
439,intrinsic muscles,C0448353,"Body Part, Organ, or Organ Component",AFFECTS,vertebral column,C0037949,"Body Part, Organ, or Organ Component",False,True
439,intrinsic muscles,C0448353,"Body Part, Organ, or Organ Component",AFFECTS,head,C0018670,Body Location or Region,False,True
439,intrinsic muscles,C0448353,"Body Part, Organ, or Organ Component",AFFECTS,ribs,C0035561,"Body Part, Organ, or Organ Component",False,True
448,vertebral canal,C0037922,Body Space or Junction,LOCATION_OF,spinal nerves,C0037941,"Body Part, Organ, or Organ Component",False,True
455,pelvic bones,C3887652,"Body Part, Organ, or Organ Component",CONNECTED_TO,sacrum,C0036033,Body Location or Region,False,True
459,foramen,C0448011,"Body Part, Organ, or Organ Component",ADJACENT_TO,vertebral arches,C1859458,Congenital Abnormality,False,True
461,articular processes,C0022417,"Body Part, Organ, or Organ Component",PART_OF,vertebral arches,C1859458,Congenital Abnormality,False,True
463,dislocation,C0012691,Injury or Poisoning,AFFECTS,function,C0031843,Physiologic Function,False,True
471,sacrum,C0036033,Body Location or Region,CONNECTED_TO,pelvic bone,C0030786,"Body Part, Organ, or Organ Component",False,True
471,sacrum,C0036033,Body Location or Region,PART_OF,pelvic wall,C0230284,"Body Part, Organ, or Organ Component",False,True
476,vertebral arch,C0223076,"Body Part, Organ, or Organ Component",PART_OF,vertebral foramen,C0459720,Body Space or Junction,False,True
479,pedicles,C0456605,"Body Part, Organ, or{...}",PART_OF,vertebral arch,C0223076,"Body Part, Organ, or Organ Component",False,True
480,laminae,C1033802,Eukaryote,PART_OF,roof,C0700374,"Body Part, Organ, or Organ Component",False,True
491,vertebra ci,C0549207,"Body Part, Organ, or Organ Component",CONNECTED_TO,head,C0018670,Body Location or Region,False,True
493,atlanto-occipital joint,C0004169,Body Space or Junction,AFFECTS,head,C0018670,Body Location or Region,False,True
494,transverse ligament,C0225055,"Body Part, Organ, or Organ Component",CONNECTED_TO,dens,C0011320,Congenital Abnormality,False,True
495,dens,C0011320,Congenital Abnormality,AFFECTS,atlas,C0004170,"Body Part, Organ, or Organ Component",False,True
497,dens,C0011320,Congenital Abnormality,CONNECTED_TO,atlas,C0004170,"Body Part, Organ, or Organ Component",False,True
498,alar ligaments,C0225002,"Body Part, Organ, or Organ Component",CONNECTED_TO,dens,C0011320,Congenital Abnormality,False,True
506,sacrum,C0036033,Body Location or Region,CONNECTED_TO,coccyx,C0009194,"Body Part, Organ, or Organ Component",False,True
512,symphysis,C0034015,Body Space or Junction,ADJACENT_TO,vertebral bodies,C0223084,"Body Part, Organ, or Organ Component",False,True
515,vertebral column,C0037949,"Body Part, Organ, or Organ Component",PERFORMS,movements,C0026649,Organism Function,False,True
519,collagen,C0009325,"Amino Acid, Peptide, or Protein",PART_OF,anulus fibrosus,C0223087,"Body Part, Organ, or Organ Component",False,True
522,zygapophysial joints,C0224521,Body Space or Junction,IS_A,synovial joints,C0224507,Body Space or Junction,False,True
524,uncinate processes,C0584227,Body Location or Region,CONNECTED_TO,vertebra,C0549207,"Body Part, Organ, or Organ Component",False,True
525,ligaments,C0023685,Tissue,INTERCONNECTS,vertebral arches,C1859458,Congenital Abnormality,False,True
527,longitudinal ligament,C0206331,"Body Part, Organ, or Organ Component",CONNECTED_TO,sacrum,C0036033,Body Location or Region,False,True
529,ligamenta flava,C0206327,"Body Part, Organ, or Organ Component",CONSISTS_OF,elastic tissue,C0013762,Tissue,False,True
529,ligamenta flava,C0206327,"Body Part, Organ, or Organ Component",PART_OF,vertebral canal,C0037922,Body Space or Junction,False,True
529,ligamenta flava,C0206327,"Body Part, Organ, or Organ Component",CONNECTED_TO,laminae,C1033802,Eukaryote,False,True
530,supraspinous ligament,C0225001,"Body Part, Organ, or Organ Component",CONNECTED_TO,vertebral spinous processes,C3897005,Anatomical Structure,False,True
530,supraspinous ligament,C0225001,"Body Part, Organ, or Organ Component",CONNECTED_TO,sacrum,C0036033,Body Location or Region,False,True
532,base,C0178499,Chemical Viewed Functionally,CONNECTED_TO,skull,C0037303,"Body Part, Organ, or Organ Component",False,True
532,base,C0178499,Chemical Viewed Functionally,CONNECTED_TO,occipital protuberance,C1283612,"Body Part, Organ, or Organ Component",False,True
532,base,C0178499,Chemical Viewed Functionally,CONNECTED_TO,foramen magnum,C0016519,Body Space or Junction,False,True
533,apex,C0140145,"Amino Acid, Peptide, or Protein",CONNECTED_TO,tip,C1705504,Gene or Genome,False,True
533,apex,C0140145,"Amino Acid, Peptide, or Protein",CONNECTED_TO,spinous process,C3897005,Anatomical Structure,False,True
533,apex,C0140145,"Amino Acid, Peptide, or Protein",CONNECTED_TO,vertebra cvii,C0549207,"Body Part, Organ, or Organ Component",False,True
534,deep side,,,CONNECTED_TO,posterior tubercle of vertebra ci,,"Body Part, Organ, or Organ Component",False,True
534,deep side,,,CONNECTED_TO,spinous processes of cervical vertebrae,C0728985,"Body Part, Organ, or Organ Component",False,True
535,ligamentum nuchae,C0225006,"Body Part, Organ, or Organ Component",PREVENTS,flexion,C1627359,Diagnostic Procedure,False,True
536,interspinous ligaments,C0225000,"Body Part, Organ, or Organ Component",CONNECTED_TO,apex,C0140145,"Amino Acid, Peptide, or Protein",False,True
540,muscles,C0026845,Tissue,CONNECTED_TO,ribs,C0035561,"Body Part, Organ, or Organ Component",False,True
543,muscles,C0026845,Tissue,CONNECTED_TO,"appendicular skeleton (clavicle, scapula, humerus)",C0222646,"Body Part, Organ, or Organ Component",False,True
543,muscles,C0026845,Tissue,CONNECTED_TO,axial skeleton,C0222645,"Body Part, Organ, or Organ Component",False,True
555,rhomboid muscles,C1260952,"Body Part, Organ, or Organ Component",PERFORMS,scapula,C0036277,"Body Part, Organ, or Organ Component",False,True
558,muscles,C0026845,Tissue,CONSISTS_OF,sheets,C0183235,Medical Device,False,True
558,back,C0004600,Body Location or Region,LOCATION_OF,sheets,C0183235,Medical Device,False,True
565,thoracolumbar fascia,C0225206,Tissue,ADJACENT_TO,serratus posterior muscle,C0224369,"Body Part, Organ, or Organ Component",False,True
565,thoracolumbar fascia,C0225206,Tissue,CONNECTED_TO,deep fascia,C1511746,Tissue,False,True
566,thoracic region,C0817096,Body Location or Region,SURROUNDS,deep muscles,C0026845,Tissue,False,True
568,medial attachments,C0185023,Therapeutic or Preventive Procedure,PART_OF,thoracolumbar fascia,C0225206,Tissue,False,True
568,thoracolumbar fascia,C0225206,Tissue,CONSISTS_OF,layers,C0934502,"Body Part, Organ, or Organ Component",False,True
578,iliocostalis,C0224302,"Body Part, Organ, or Organ Component",ASSOCIATED_WITH,costal elements,C0013879,"Element, Ion, or Isotope",False,True
581,muscles,C0026845,Tissue,PERFORMS,vertebral column,C0037949,"Body Part, Organ, or Organ Component",False,True
581,muscles,C0026845,Tissue,PERFORMS,head,C0018670,Body Location or Region,False,True
590,interspinales,C0224324,"Body Part, Organ, or Organ Component",ADJACENT_TO,spinous processes,C3897005,Anatomical Structure,False,True
591,deep muscles,C0026845,Tissue,CONNECTED_TO,atlas,C0004170,"Body Part, Organ, or Organ Component",False,True
591,deep muscles,C0026845,Tissue,CONNECTED_TO,axis,C0004457,"Body Part, Organ, or Organ Component",False,True
591,deep muscles,C0026845,Tissue,CONNECTED_TO,skull,C0037303,"Body Part, Organ, or Organ Component",False,True
599,foramen magnum,C0016519,Body Space or Junction,LOCATION_OF,spinal cord,C0037925,"Body Part, Organ, or Organ Component",False,True
616,vessels,C0005847,"Body Part, Organ, or Organ Component",CONNECTED_TO,systemic veins,C0447117,Body System,False,True
616,vertebral plexus,C0228996,"Body Part, Organ, or Organ Component",CONNECTED_TO,intracranial veins,C0524466,Body Location or Region,False,True
618,dura mater,C0013313,"Body Part, Organ, or Organ Component",PART_OF,epineurium,C0205889,Tissue,False,True
621,arachnoid trabeculae,C1186271,"Body Part, Organ, or Organ Component",INTERCONNECTS,arachnoid mater,C0003707,"Body Part, Organ, or Organ Component",False,True
621,arachnoid trabeculae,C1186271,"Body Part, Organ, or Organ Component",INTERCONNECTS,pia mater,C0031869,"Body Part, Organ, or Organ Component",False,True
