paragraph_id,subject,subject_cui,subject_type,relation,object,object_cui,object_type,rule_valid,gemini_verdict
4446,iga,C0020835,"Amino Acid, Peptide, or Protein",INTERACTS_WITH,bacteria,C0004611,Bacterium,False,True
4455,polysaccharide a,C0032594,Organic Chemical,CAUSES,treg cells,C0039198,Cell,False,True
4455,clostridium species,C0009054,Bacterium,CAUSES,regulatory t cells,C0039198,Cell,False,True
4456,segmented filamentous bacteria,C1014432,Bacterium,CAUSES,th17 cells,C2936411,Cell,False,True
4456,clostridia,C0009054,Bacterium,CAUSES,tgf‑β,C3849193,"Amino Acid, Peptide, or Protein",False,True
4457,immune responses,C0020964,Organ or Tissue Function,CAUSES,intestinal disease,C0021831,Disease or Syndrome,False,True
4471,pathogens,C0450254,Organism,INTERACTS_WITH,microfold cells,C0599757,Cell,False,True
4478,ccl20,C1308247,"Amino Acid, Peptide, or Protein",PREVENTS,dendritic cells,C0011306,Cell,False,True
4480,iga,C0020835,"Amino Acid, Peptide, or Protein",PREVENTS,pathogens,C0450254,Organism,False,True
4493,toxins,C0040549,Biologically Active Substance,CAUSES,diarrhea,C0011991,Sign or Symptom,False,True
4497,microbiota,C1000792,Plant,INTERACTS_WITH,immune system,C0020962,Body System,False,True
4511,cells,C0007634,Cell,PART_OF,immune system,C0020962,Body System,False,True
4519,mucosal lymphoid tissues,C0026724,Tissue,INTERACTS_WITH,micro-organisms,C0445623,Organism,False,True
4520,galt,C0268151,Disease or Syndrome,CAUSES,iga synthesis,C0220781,Biologic Function,False,True
4533,th17 cells,C2936411,Cell,AFFECTS,polymeric ig receptor,C0071613,"Amino Acid, Peptide, or Protein",False,True
4540,ccr10,C1332673,Gene or Genome,AFFECTS,memory iga responses,C0871261,Organism Attribute,False,True
4547,small intestine,C0021852,"Body Part, Organ, or Organ Component",LOCATION_OF,iga antibody-secreting cell,C0085820,Cell,False,True
4551,dendritic cells,C0011306,Cell,AFFECTS,mucosal immune responses,C0020964,Organ or Tissue Function,False,True
4553,segmented filamentous bacteria antigens,C1014432,Bacterium,CAUSES,th17 cell differentiation,C0007589,Cell Function,False,True
4560,lamina propria stromal cells,C0162597,Cell,AFFECTS,mucosal dendritic cells,C0011306,Cell,False,True
4573,luminal secretions,C0036537,Body Substance,LOCATION_OF,igg,C0020852,"Amino Acid, Peptide, or Protein",False,True
4573,dendritic cells,C0011306,Cell,LOCATION_OF,antigens,C0003320,Immunologic Factor,False,True
4574,secretory iga,C0020838,"Amino Acid, Peptide, or Protein",IS_A,antibody,C0003241,"Amino Acid, Peptide, or Protein",False,True
4576,foxp3,C1416467,Gene or Genome,MANAGES,immunoglobulin a selection,C0020835,"Amino Acid, Peptide, or Protein",False,True
4602,pathogens,C0450254,Organism,CAUSES,inflammatory response,C1155266,Pathologic Function,False,True
4602,pathogens,C0450254,Organism,CAUSES,protective immunity,C0020965,Organ or Tissue Function,False,True
4606,atg16l1,C1825502,Gene or Genome,DISRUPTS,autophagy,C0004391,Cell Function,False,True
4606,atg16l1,C1825502,Gene or Genome,DISRUPTS,antibacterial defense,C0279516,Antibiotic,False,True
4626,cyclophosphamide,C0010583,Organic Chemical,DISRUPTS,oral tolerance,C0597140,Organism Attribute,False,True
4632,short-chain-fatty acid irrigation,C0015691,Organic Chemical,TREATS,diversion colitis,C0267532,Disease or Syndrome,False,True
4633,th17 cells,C2936411,Cell,CAUSES,iga responses,C0871261,Organism Attribute,False,True
4641,intestinal microbiota,C2985398,Organism,AFFECTS,immune function,C1817756,Organ or Tissue Function,False,True
4643,intestinal inflammation,C3889047,Pathologic Function,LOCATION_OF,paneth cells,C0227276,Cell,False,True
4654,infectious agent,C0314732,Organism,CAUSES,innate immune response,C0020969,Organism Attribute,False,True
4660,mutations,C0026882,Genetic Function,CAUSES,primary immunodeficiencies,C0021051,Disease or Syndrome,False,True
4662,infections,C0851162,Disease or Syndrome,INDICATES,immunodeficiency,C0021051,Disease or Syndrome,False,True
4673,il15,C0254610,"Amino Acid, Peptide, or Protein",AFFECTS,nk cells,C0022688,Cell,False,True
4676,il7 signaling,C0021761,"Amino Acid, Peptide, or Protein",MANAGES,tcell development,C0815089,Cell Function,False,True
4680,pnp deficiency,C0034135,Disease or Syndrome,CAUSES,toxic precursors,C0035682,"Amino Acid, Peptide, or Protein",False,True
4680,pnp deficiency,C0034135,Disease or Syndrome,AFFECTS,t cells,C0039194,Cell,False,True
4682,mutations,C0026882,Genetic Function,CAUSES,arrest,C0018790,Disease or Syndrome,False,True
4685,mutations,C0026882,Genetic Function,DISRUPTS,signaling,C0037083,Cell Function,False,True
4685,mutations,C0026882,Genetic Function,CAUSES,immunodeficiency,C0021051,Disease or Syndrome,False,True
4686,was gene,C1421478,Gene or Genome,CAUSES,wiskott–aldrich syndrome,C0043194,Disease or Syndrome,False,True
4688,foxn1,C1421504,Gene or Genome,CAUSES,scid,C0085110,Disease or Syndrome,False,True
4689,deletion,C1442161,Cell or Molecular Dysfunction,CAUSES,digeorge syndrome,C0012236,Disease or Syndrome,False,True
4689,deletion,C1442161,Cell or Molecular Dysfunction,CAUSES,haploinsufficiency,C2936267,Cell or Molecular Dysfunction,False,True
4691,mutations,C0026882,Genetic Function,CAUSES,mhc class ii deficiency,C2931418,Disease or Syndrome,False,True
4701,autosomal recessive deficiencies,C0441748,Genetic Function,CAUSES,congenital agammaglobulinemia,C0221026,Disease or Syndrome,False,True
4702,immunoglobulin,C0021027,"Amino Acid, Peptide, or Protein",PREVENTS,infection,C0009450,Disease or Syndrome,False,True
4703,t-cell activation,C1155065,Cell Function,CAUSES,antibody responses,C0003261,Biologic Function,False,True
4710,mutations,C0026882,Genetic Function,CAUSES,cd40 ligand deficiency,C0162429,Disease or Syndrome,False,True
4755,apoptosis,C0162638,Cell Function,CAUSES,neutropenia,C0023530,Disease or Syndrome,False,True
4758,mutations,C0026882,Genetic Function,CAUSES,infections,C0851162,Disease or Syndrome,False,True
4759,card9,C1424242,Gene or Genome,CAUSES,secretion,C0036536,Biologic Function,False,True
4761,reactive oxygen species,C0162772,Biologically Active Substance,CAUSES,influx,C2752294,Cell Function,False,True
4764,etanercept,C0717758,"Amino Acid, Peptide, or Protein",TREATS,rheumatoid arthritis,C0003873,Disease or Syndrome,False,True
4772,bone marrow,C0332835,Tissue,TREATS,immunodeficiencies,C0021051,Disease or Syndrome,False,True
4772,mature t cells,C0007634,Cell,CAUSES,graft-versus-host disease,C0018133,Disease or Syndrome,False,True
4772,recipient t cells,C0007634,Cell,CAUSES,graft failure,C1262018,Pathologic Function,False,True
4773,myeloablative treatment,C0085079,Therapeutic or Preventive Procedure,PRECEDES,transplantation,C0040732,Therapeutic or Preventive Procedure,False,True
4775,secondary immunodeficiency,C0021051,Disease or Syndrome,CAUSES,infection,C0009450,Disease or Syndrome,False,True
4775,secondary immunodeficiency,C0021051,Disease or Syndrome,CAUSES,death,C0011065,Organism Function,False,True
4778,neutrophil deficiency,C0023530,Disease or Syndrome,CAUSES,susceptibility,C0012655,Clinical Attribute,False,True
4800,ifnγ,C3539881,"Amino Acid, Peptide, or Protein",AFFECTS,phagocytes,C0031307,Cell,False,True
4800,cd40l,C0167627,"Amino Acid, Peptide, or Protein",AFFECTS,phagocytes,C0031307,Cell,False,True
4800,nk cells,C0022688,Cell,AFFECTS,macrophage activation,C0024426,Cell Function,False,True
4802,mycobacterium leprae,C0026922,Bacterium,OCCURS_IN,macrophage vesicles,C0024432,Cell,False,True
4805,antigenic variation,C0003319,Molecular Function,PREVENTS,antibody response,C0003261,Biologic Function,False,True
4806,antigenic variation,C0003319,Molecular Function,PREVENTS,immune surveillance,C0021059,Organism Function,False,True
4807,inflammation,C0021368,Pathologic Function,BRINGS_ABOUT,coma,C0009421,Disease or Syndrome,False,True
4809,leishmania major,C0023276,Eukaryote,PREVENTS,il12,C0123759,"Amino Acid, Peptide, or Protein",False,True
4809,leishmania major,C0023276,Eukaryote,PREVENTS,ifnγ,C3539881,"Amino Acid, Peptide, or Protein",False,True
4809,leishmania major,C0023276,Eukaryote,PREVENTS,th1 cells,C0242632,Cell,False,True
4811,virusspecific antibodies,C0206492,"Amino Acid, Peptide, or Protein",PREVENTS,viral entry,C1537068,Organism Function,False,True
4813,point mutations,C0162735,Cell or Molecular Dysfunction,CAUSES,antigenic drift,C0917892,Genetic Function,False,True
4817,hepatitis c virus,C0019196,Disease or Syndrome,CAUSES,liver cirrhosis,C0023890,Disease or Syndrome,False,True
4817,e2,C1151883,Molecular Function,INTERACTS_WITH,cd81,C0084715,"Amino Acid, Peptide, or Protein",False,True
4817,hepatitis c virus,C0019196,Disease or Syndrome,PREVENTS,cytolytic tcell responses,C1536403,Cell Function,False,True
4817,hepatitis c virus,C0019196,Disease or Syndrome,DISRUPTS,dendritic cells,C0011306,Cell,False,True
4818,dna viruses,C0012923,Virus,DISRUPTS,nk-cell,C0022688,Cell,False,True
4818,dna viruses,C0012923,Virus,DISRUPTS,ctl responses,C0039195,Cell,False,True
4823,lir1,C1416857,Gene or Genome,INTERACTS_WITH,ul18,C1419683,Gene or Genome,False,True
4825,viral immunoevasins,C3820699,Organism Function,INTERACTS_WITH,peptide-loading complex,C1325635,Cell Component,False,True
4846,hiv,C0019682,Virus,USES,viral envelope proteins,C0042711,"Amino Acid, Peptide, or Protein",False,True
4846,hiv,C0019682,Virus,USES,viral reverse transcriptase enzyme,C0035379,"Amino Acid, Peptide, or Protein",False,True
4848,hiv,C0019682,Virus,IS_A,retrovirus,C0035366,Virus,False,True
4849,virion,C0042760,Cell Component,CONTAINS,viral enzymes,C0014442,"Amino Acid, Peptide, or Protein",False,True
4850,gp120,C0019691,"Amino Acid, Peptide, or Protein",PART_OF,viral envelope,C1167398,Cell Component,False,True
4851,gp120,C0019691,"Amino Acid, Peptide, or Protein",INTERACTS_WITH,ccr5,C1332700,Gene or Genome,False,True
4851,gp120,C0019691,"Amino Acid, Peptide, or Protein",INTERACTS_WITH,cxcr4,C1332823,Gene or Genome,False,True
4852,reverse transcriptase,C0035379,"Amino Acid, Peptide, or Protein",PRODUCES,cdna,C0006556,"Nucleic Acid, Nucleoside, or Nucleotide",False,True
4853,viral nucleocapsid,C1167518,Cell Component,CONSISTS_OF,viral nucleocapsid core,C1167518,Cell Component,False,True
4880,x4,C3854162,Virus,AFFECTS,progression,C0242656,Pathologic Function,False,True
4882,mutant allele,C0002085,Gene or Genome,AFFECTS,hiv infection,C0019693,Disease or Syndrome,False,True
4884,hiv,C0019682,Virus,PRODUCES,immune response,C0020964,Organ or Tissue Function,False,True
4884,immune response,C0020964,Organ or Tissue Function,CONTAINS,virus,C0042776,Virus,False,True
4885,cytotoxic t cells,C0039194,Cell,AFFECTS,infected cells,C0007634,Cell,False,True
4886,chemokines,C0282554,"Amino Acid, Peptide, or Protein",PREVENTS,virus,C0042776,Virus,False,True
4887,cd4 t cells,C5420769,Cell,AFFECTS,host response,C0020964,Organ or Tissue Function,False,True
4890,antibodies,C0003241,"Amino Acid, Peptide, or Protein",PREVENTS,mucosal infection,C1698484,Disease or Syndrome,False,True
4894,lymphoid tissue,C0024296,Tissue,CONTAINS,hiv infection,C0019693,Disease or Syndrome,False,True
4895,cd4 t cells,C5420769,Cell,PRODUCES,virus,C0042776,Virus,False,True
4913,haart,C0887947,Therapeutic or Preventive Procedure,PREVENTS,hiv replication,C0598312,Genetic Function,False,True
4913,apobec,C1325696,Cell Component,CAUSES,mutation,C0026882,Genetic Function,False,True
4918,hiv infection,C0019693,Disease or Syndrome,CAUSES,mutation,C0026882,Genetic Function,False,True
4967,viral pathogens,C1520005,Pathologic Function,PERFORMS,evasion,C1654934,Organism Function,False,True
4967,evasion,C1654934,Organism Function,AFFECTS,immune system,C0020962,Body System,False,True
4978,human immunodeficiency virus,C0019682,Virus,AFFECTS,host cells,C0007634,Cell,False,True
4978,immune response,C0020964,Organ or Tissue Function,PRODUCES,anti-hiv antibodies,C0019683,"Amino Acid, Peptide, or Protein",False,True
4999,immunodeficiency,C0021051,Disease or Syndrome,ASSOCIATED_WITH,dna repair,C0012899,Genetic Function,False,True
5004,interleukin-7r α,C0021761,"Amino Acid, Peptide, or Protein",DISRUPTS,t-cell development,C1515126,Cell Function,False,True
5010,defective expression,C0017262,Genetic Function,CAUSES,severe combined immunodeficiency,C2711630,Disease or Syndrome,False,True
5012,bone marrow transplantation,C0005961,Therapeutic or Preventive Procedure,PRECEDES,immunologic reconstitution,C4505207,Organism Function,False,True
5017,intravenous immunoglobulin,C0085297,"Amino Acid, Peptide, or Protein",PREVENTS,infections,C0851162,Disease or Syndrome,False,True
5017,intravenous immunoglobulin,C0085297,"Amino Acid, Peptide, or Protein",TREATS,infections,C0851162,Disease or Syndrome,False,True
5022,nf-κb signaling,C0037083,Cell Function,CAUSES,x-linked anhidrotic ectodermal dysplasia,C0162359,Disease or Syndrome,False,True
5025,dna deamination,C1158484,Genetic Function,CAUSES,antibody diversification,C0003259,Molecular Function,False,True
5042,biogenesis,C0005495,Natural Phenomenon or Process,PROCESS_OF,cytotoxic granules,C3899478,"Amino Acid, Peptide, or Protein",False,True
5042,exocytosis,C0015283,Cell Function,PROCESS_OF,cytotoxic granules,C3899478,"Amino Acid, Peptide, or Protein",False,True
5044,x-linked lymphoproliferative syndrome,C0549463,Neoplastic Process,ASSOCIATED_WITH,infection,C0009450,Disease or Syndrome,False,True
5046,x-linked lymphoproliferative disease,C0549463,Neoplastic Process,IS_A,progressive immunodeficiency,C0021051,Disease or Syndrome,False,True
5047,xiap deficiency,C1845076,Disease or Syndrome,CAUSES,x-linked lymphoproliferative syndrome,C0549463,Neoplastic Process,False,True
5077,secondary immunodeficiencies,C0021051,Disease or Syndrome,CAUSES,infection,C0009450,Disease or Syndrome,False,True
5077,secondary immunodeficiencies,C0021051,Disease or Syndrome,CAUSES,death,C0011065,Organism Function,False,True
5087,type iii secretion system effectors,C4019321,"Amino Acid, Peptide, or Protein",AFFECTS,innate immunity,C0020969,Organism Attribute,False,True
5091,mycobacteria,C0026912,Bacterium,AFFECTS,macrophage recruitment,C0271510,Disease or Syndrome,False,True
5092,salmonella typhimurium fimbrial,C0036126,Bacterium,EXHIBITS,phase variation,C5544526,Genetic Function,False,True
5092,salmonella typhimurium fimbrial,C0036126,Bacterium,EXHIBITS,fima expression,C0017262,Genetic Function,False,True
5095,protozoan,C0033739,Eukaryote,PRACTICES,immune evasion,C1654934,Organism Function,False,True
5096,african trypanosomes,C0041228,Disease or Syndrome,PRACTICES,immune evasion,C1654934,Organism Function,False,True
5101,recombination,C0034865,Genetic Function,OCCURS_IN,hemagglutinin gene,C0018909,"Amino Acid, Peptide, or Protein",False,True
5102,virulence,C0042765,Biologic Function,PROPERTY_OF,hong kong h5n1 influenza a viruses,C1613950,Virus,False,True
5105,dna viruses,C0012923,Virus,DISRUPTS,nk,C0022688,Cell,False,True
5105,dna viruses,C0012923,Virus,DISRUPTS,ctl cell responses,C0039195,Cell,False,True
5115,epstein–barr virus,C0014644,Virus,INTERACTS_WITH,b cells,C0004561,Cell,False,True
5118,t cells,C0039194,Cell,INTERACTS_WITH,herpes simplex virus,C0206558,Virus,False,True
5146,chemokine receptors,C0524914,"Amino Acid, Peptide, or Protein",IS_A,hiv-1 coreceptors,C3711103,"Amino Acid, Peptide, or Protein",False,True
5161,immune response,C0020964,Organ or Tissue Function,OCCURS_IN,hiv-1 infection,C0019704,Virus,False,True
5163,cd8+ lymphocytes,C0242629,Cell,MANAGES,viremia,C0042749,Disease or Syndrome,False,True
5164,hiv,C0019682,Virus,EXHIBITS,latency,C0596824,Biologic Function,False,True
5167,follicular dendritic cells,C0242245,Cell,OCCURS_IN,retroviral infection,C0340427,Disease or Syndrome,False,True
5171,host,C1167395,Organism,AFFECTS,disease progression,C0242656,Pathologic Function,False,True
5172,single nucleotide polymorphism,C0752046,Nucleotide Sequence,AFFECTS,gene transcription,C0040649,Genetic Function,False,True
5173,kir3ds1,C1416654,Gene or Genome,INTERACTS_WITH,hla-b,C0019737,"Amino Acid, Peptide, or Protein",False,True
5174,promoter alleles of il10,C0002085,Gene or Genome,AFFECTS,hiv-1 pathogenesis,C0699748,Pathologic Function,False,True
5186,hiv,C0019682,Virus,EXHIBITS,tropism,C0242732,Physiologic Function,False,True
5195,recombination,C0034865,Genetic Function,CAUSES,mutants,C0596988,Cell or Molecular Dysfunction,False,True
5239,spink5,C1423506,Gene or Genome,CAUSES,netherton’s syndrome,C5574950,Disease or Syndrome,False,True
5240,environmental allergens,C0282504,Disease or Syndrome,CAUSES,allergies,C0020517,Pathologic Function,False,True
5241,2s albumin,C2350414,"Amino Acid, Peptide, or Protein",IS_A,allergen,C0002092,Immunologic Factor,False,True
5247,gain-of-function mutation,C4727023,Cell or Molecular Dysfunction,CAUSES,increased signaling,C0037083,Cell Function,False,True
5252,environmental factors,C0314657,Organism Attribute,INTERACTS_WITH,genetic susceptibility,C0314657,Organism Attribute,False,True
5264,regulatory t cells,C0039198,Cell,MANAGES,allergic responses,C0012655,Clinical Attribute,False,True
5265,anti-cd3,C0085379,"Amino Acid, Peptide, or Protein",PRODUCES,th2 cytokines,C0079189,"Amino Acid, Peptide, or Protein",False,True
5267,allergens,C0002092,Immunologic Factor,CAUSES,immune response,C0020964,Organ or Tissue Function,False,True
5269,allergens,C0002092,Immunologic Factor,INTERACTS_WITH,ige,C0020846,"Amino Acid, Peptide, or Protein",False,True
5269,mucosal,C0026724,Tissue,LOCATION_OF,mast cells,C0024880,Cell,False,True
5269,mast cells,C0024880,Cell,CAUSES,inflammatory reactions,C0021368,Pathologic Function,False,True
5270,mast-cell activation,C1155065,Cell Function,AFFECTS,tissues,C0040300,Tissue,False,True
5279,antigens,C0003320,Immunologic Factor,INTERACTS_WITH,ige,C0020846,"Amino Acid, Peptide, or Protein",False,True
5279,allergen,C0002092,Immunologic Factor,CAUSES,degranulation,C5235637,Cell Function,False,True
5279,mast-cell degranulation,C1622891,Cell Function,PRODUCES,inflammatory mediators,C0243042,Pharmacologic Substance,False,True
5279,granule,C0010837,Cell Component,CONTAINS,histamine,C1258847,"Amino Acid, Peptide, or Protein",False,True
5279,granule,C0010837,Cell Component,CONTAINS,serine esterases,C1258847,"Amino Acid, Peptide, or Protein",False,True
5279,granule,C0010837,Cell Component,CONTAINS,proteases,C0030940,"Amino Acid, Peptide, or Protein",False,True
5280,histamine,C0019588,Organic Chemical,CAUSES,itching,C0033774,Sign or Symptom,False,True
5280,histamine,C0019588,Organic Chemical,CAUSES,sneezing,C0037383,Sign or Symptom,False,True
